preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador,fonte_dataset
310000,apartamento,Serra,Praia da Baleia,50,2,1,1,False,False,False,False,False,False,base_original
310000,apartamento,Serra,Praia da Baleia,48,2,1,1,False,False,True,False,False,True,base_original
310000,apartamento,Serra,Praia da Baleia,60,2,1,1,False,True,False,True,False,True,base_original
310000,apartamento,Serra,Praia da Baleia,45,2,1,1,False,False,False,True,False,True,base_original
310000,apartamento,Serra,Praia da Baleia,45,2,1,1,False,False,False,False,False,False,base_original
314990,apartamento,Serra,Praia da Baleia,55,2,1,1,False,True,True,True,True,True,base_original
320007,apartamento,Serra,Praia da Baleia,45,2,1,1,False,False,False,True,False,False,base_original
350000,apartamento,Serra,Praia da Baleia,56,2,1,,False,False,True,True,False,True,base_original
350000,apartamento,Serra,Praia da Baleia,64,2,1,1,False,True,True,True,False,True,base_original
350000,apartamento,Serra,Praia da Baleia,50,2,1,1,False,True,True,True,False,False,base_original
368991,apartamento,Serra,Praia da Baleia,54,3,1,1,False,False,False,False,False,False,base_original
369005,apartamento,Serra,Praia da Baleia,54,3,1,1,False,False,False,True,False,False,base_original
380000,apartamento,Serra,Praia da Baleia,69,2,2,1,True,False,False,False,False,False,base_original
380000,apartamento,Serra,Praia da Baleia,69,2,2,1,True,True,False,True,False,False,base_original
380000,apartamento,Serra,Praia da Baleia,69,2,2,1,True,False,False,False,False,False,base_original
380000,apartamento,Serra,Praia da Baleia,69,2,2,1,True,False,False,False,False,False,base_original
380000,apartamento,Serra,Praia da Baleia,69,2,2,1,True,True,False,True,False,False,base_original
380000,apartamento,Serra,Praia da Baleia,69,2,2,1,True,True,False,True,False,False,base_original
389992,apartamento,Serra,Praia da Baleia,63,2,2,1,False,False,False,True,False,False,base_original
389993,apartamento,Serra,Praia da Baleia,63,2,2,1,False,False,False,False,False,False,base_original
389994,apartamento,Serra,Praia da Baleia,63,2,2,1,False,False,True,False,False,False,base_original
390002,apartamento,Serra,Praia da Baleia,63,2,2,1,False,False,False,False,False,False,base_original
399000,apartamento,Serra,Praia da Baleia,69,2,2,1,False,False,False,False,False,False,base_original
399995,apartamento,Serra,Praia da Baleia,63,2,2,1,True,False,False,False,False,False,base_original
399998,apartamento,Serra,Praia da Baleia,63,2,2,1,True,False,False,True,False,False,base_original
400002,apartamento,Serra,Praia da Baleia,63,2,2,1,False,False,False,False,False,False,base_original
400005,apartamento,Serra,Praia da Baleia,63,2,2,1,False,False,False,False,False,False,base_original
400006,apartamento,Serra,Praia da Baleia,63,2,2,1,True,False,False,False,False,False,base_original
400008,apartamento,Serra,Praia da Baleia,63,2,2,1,True,False,False,True,False,False,base_original
415000,apartamento,Serra,Praia da Baleia,70,3,2,1,True,True,True,True,False,True,base_original
415000,apartamento,Serra,Praia da Baleia,70,3,2,1,False,True,True,True,False,True,base_original
415005,apartamento,Serra,Praia da Baleia,70,3,2,1,True,True,False,True,False,True,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,1,1,True,False,False,False,False,False,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,2,1,True,False,False,False,False,False,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,1,1,True,False,False,False,False,False,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,2,1,True,False,False,False,False,False,base_original
420000,apartamento,Serra,Praia da Baleia,69,3,2,2,False,True,False,True,True,True,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,2,1,True,False,False,False,False,False,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,1,1,True,False,False,False,False,False,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,1,1,True,True,False,True,False,True,base_original
420000,apartamento,Serra,Praia da Baleia,69,3,2,2,True,True,True,True,False,True,base_original
420000,apartamento,Serra,Praia da Baleia,73,2,1,1,True,False,False,False,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,False,False,False,True,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,68,2,1,5,False,True,False,True,False,True,base_original
430000,apartamento,Serra,Praia da Baleia,82,3,2,1,False,False,False,False,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,False,False,False,True,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,False,True,False,True,False,True,base_original
430000,apartamento,Serra,Praia da Baleia,82,3,2,1,False,False,False,False,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,False,True,False,True,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,False,False,False,True,False,False,base_original
430000,apartamento,Serra,Praia da Baleia,68,2,1,1,False,True,False,True,False,True,base_original
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,False,False,False,True,False,False,base_original
449000,apartamento,Serra,Praia da Baleia,69,2,2,,False,False,True,True,False,True,base_original
449000,apartamento,Serra,Praia da Baleia,66,3,2,1,True,True,True,True,False,True,base_original
499000,apartamento,Serra,Praia da Baleia,106,3,2,1,True,False,False,False,False,False,base_original
499000,apartamento,Serra,Praia da Baleia,78,3,1,2,True,True,False,True,False,True,base_original
499000,apartamento,Serra,Praia da Baleia,106,3,2,1,True,False,False,False,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,1,False,False,False,False,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,3,1,False,True,True,True,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,True,True,True,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,True,False,True,False,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,1,False,True,False,True,False,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,True,False,False,False,True,False,base_original
580000,apartamento,Serra,Praia da Baleia,110,3,1,1,False,True,False,True,False,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,1,False,True,False,True,False,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,1,False,False,False,False,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,1,False,True,False,True,False,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,True,False,True,True,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,2,False,True,True,True,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,1,1,False,True,False,True,False,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,True,False,True,True,True,base_original
580000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,True,False,True,True,True,base_original
596991,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
596994,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
596999,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
597004,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
597008,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
597008,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
597009,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,True,False,base_original
639000,apartamento,Serra,Praia da Baleia,100,3,2,1,False,False,False,False,False,False,base_original
810000,apartamento,Serra,Praia da Baleia,90,3,2,2,False,True,True,True,False,True,base_original
830000,apartamento,Serra,Praia da Baleia,98,3,3,,False,False,False,False,False,False,base_original
880000,apartamento,Serra,Praia da Baleia,130,3,2,2,True,False,False,False,False,False,base_original
175000,apartamento,Serra,Residencial Centro da Serra,42,2,1,1,False,False,False,False,False,False,base_original
175000,apartamento,Serra,Residencial Centro da Serra,42,2,1,1,False,False,False,False,False,False,base_original
230000,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,True,False,True,False,True,base_original
230000,apartamento,Serra,Residencial Centro da Serra,48,2,1,1,False,True,False,True,False,True,base_original
240000,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,Residencial Centro da Serra,44,2,1,1,False,True,False,True,False,True,base_original
244994,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,True,False,False,False,False,base_original
244999,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,False,False,False,base_original
245001,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,True,False,False,base_original
245003,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,True,False,False,base_original
245005,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,False,False,False,False,False,base_original
230000,apartamento,Serra,Residencial Jacaraípe,53,2,1,1,False,False,False,False,False,False,base_original
230000,apartamento,Serra,Residencial Jacaraípe,53,2,1,1,False,False,False,False,False,False,base_original
340000,apartamento,Serra,Residencial Jacaraípe,97,3,2,2,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Residencial Vista do Mestre,45,2,1,1,False,False,False,False,False,False,base_original
300000,apartamento,Serra,Residencial Vista do Mestre,49,2,2,1,False,True,False,False,True,True,base_original
305000,apartamento,Serra,Residencial Vista do Mestre,49,3,2,1,False,False,False,False,False,False,base_original
305000,apartamento,Serra,Residencial Vista do Mestre,49,3,2,1,False,False,False,False,False,False,base_original
305002,apartamento,Serra,Residencial Vista do Mestre,49,2,2,1,False,False,False,False,False,False,base_original
305009,apartamento,Serra,Residencial Vista do Mestre,49,2,2,1,False,False,False,False,False,False,base_original
319900,apartamento,Serra,Residencial Vista do Mestre,55,3,1,1,False,True,False,True,False,True,base_original
320000,apartamento,Serra,Residencial Vista do Mestre,55,3,1,1,False,True,False,True,False,True,base_original
320000,apartamento,Serra,Residencial Vista do Mestre,52,3,1,1,False,True,True,True,False,True,base_original
335000,apartamento,Serra,Residencial Vista do Mestre,52,3,1,1,True,True,True,True,False,True,base_original
450000,apartamento,Serra,Rosário de Fátima,70,3,2,1,True,False,True,False,False,False,base_original
450000,apartamento,Serra,Rosário de Fátima,70,3,2,1,True,True,True,False,False,True,base_original
509000,apartamento,Serra,Rosário de Fátima,62,3,2,1,False,True,True,True,False,True,base_original
90000,apartamento,Serra,Santa Luzia,56,2,2,2,False,True,True,True,False,True,base_original
330000,apartamento,Serra,Santa Luzia,60,2,1,1,False,True,True,True,False,True,base_original
409999,apartamento,Serra,Santa Luzia,52,2,1,1,False,False,False,False,False,False,base_original
410000,apartamento,Serra,Santa Luzia,55,2,1,1,False,True,False,False,False,True,base_original
410000,apartamento,Serra,Santa Luzia,52,2,1,1,True,False,False,False,False,False,base_original
680000,apartamento,Serra,Santa Luzia,80,3,1,1,False,False,False,False,False,True,base_original
690000,apartamento,Serra,Santa Luzia,90,3,2,1,False,False,False,False,False,False,base_original
850000,apartamento,Serra,Santa Luzia,96,2,2,2,False,False,False,True,False,False,base_original
890000,apartamento,Serra,Santa Luzia,85,3,2,2,True,False,False,False,False,False,base_original
890000,apartamento,Serra,Santa Luzia,85,3,2,2,True,True,True,True,False,True,base_original
890000,apartamento,Serra,Santa Luzia,85,3,2,2,False,True,True,False,False,False,base_original
910000,apartamento,Serra,Santa Luzia,107,4,2,2,True,False,False,False,False,False,base_original
910000,apartamento,Serra,Santa Luzia,109,4,2,2,True,True,True,True,False,False,base_original
925000,apartamento,Serra,Santa Luzia,109,4,3,2,True,False,True,False,False,False,base_original
925000,apartamento,Serra,Santa Luzia,109,4,3,2,False,True,True,True,False,True,base_original
925000,apartamento,Serra,Santa Luzia,109,4,3,2,True,False,True,False,False,False,base_original
925000,apartamento,Serra,Santa Luzia,109,4,3,2,True,False,True,False,False,False,base_original
925000,apartamento,Serra,Santa Luzia,109,4,3,2,True,False,True,False,False,False,base_original
998900,apartamento,Serra,Santa Luzia,104,2,3,2,False,False,True,True,False,True,base_original
90000,apartamento,Serra,Serra Centro,45,2,1,1,False,False,False,True,False,False,base_original
230000,apartamento,Serra,Serra Centro,45,2,1,1,False,False,False,False,False,False,base_original
395000,apartamento,Serra,Serra Centro,68,2,2,1,False,False,False,False,False,False,base_original
260000,apartamento,Serra,São Diogo I,62,2,1,1,False,False,False,False,False,True,base_original
270000,apartamento,Serra,São Diogo I,69,2,1,1,False,False,True,False,False,True,base_original
290000,apartamento,Serra,São Diogo I,48,2,1,1,False,True,False,True,False,True,base_original
360000,apartamento,Serra,São Diogo I,52,2,1,1,False,True,False,False,True,False,base_original
269000,apartamento,Serra,São Diogo II,50,2,2,2,False,True,True,True,False,False,base_original
269996,apartamento,Serra,São Diogo II,52,2,1,1,False,False,True,False,False,False,base_original
270000,apartamento,Serra,São Diogo II,48,2,1,1,False,True,False,True,False,False,base_original
275000,apartamento,Serra,São Diogo II,48,2,2,2,False,True,False,True,False,False,base_original
275000,apartamento,Serra,São Diogo II,48,2,1,1,False,False,False,False,False,True,base_original
275000,apartamento,Serra,São Diogo II,48,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,São Diogo II,49,2,2,,True,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,True,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,True,False,True,False,True,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,True,False,True,False,True,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,True,False,True,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,True,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,True,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,True,False,True,False,True,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
299999,apartamento,Serra,São Diogo II,46,2,1,1,False,False,False,False,False,False,base_original
299999,apartamento,Serra,São Diogo II,46,2,1,1,False,False,False,False,False,False,base_original
299999,apartamento,Serra,São Diogo II,46,2,1,1,False,True,False,True,False,False,base_original
299999,apartamento,Serra,São Diogo II,46,2,1,1,False,False,False,False,False,False,base_original
300000,apartamento,Serra,São Diogo II,46,2,1,1,False,False,False,False,False,False,base_original
300000,apartamento,Serra,São Diogo II,46,2,1,1,False,False,False,False,False,False,base_original
300000,apartamento,Serra,São Diogo II,46,2,1,1,False,True,False,True,False,False,base_original
300000,apartamento,Serra,São Diogo II,46,2,1,1,False,False,False,False,False,False,base_original
310000,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
314999,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
315000,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
315000,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
364999,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False,base_original
365000,apartamento,Serra,São Diogo II,48,2,1,1,False,False,False,True,False,False,base_original
220000,apartamento,Serra,São Francisco,45,2,1,1,False,False,False,False,False,False,base_original
250000,apartamento,Serra,São Francisco,52,2,2,1,True,False,True,False,False,False,base_original
330000,apartamento,Serra,São Francisco,90,3,3,1,False,False,True,False,False,False,base_original
490000,apartamento,Serra,São Francisco,75,2,2,1,False,False,False,False,False,False,base_original
598000,apartamento,Serra,São Francisco,75,2,3,1,False,False,False,False,False,False,base_original
650000,apartamento,Serra,São Francisco,25,5,1,,False,False,False,False,False,False,base_original
2050000,apartamento,Serra,São Francisco,420,5,5,3,False,True,True,False,False,False,base_original
310000,apartamento,Serra,São Geraldo,48,2,1,1,False,True,False,True,False,True,base_original
169000,apartamento,Serra,São Judas Tadeu,48,2,1,1,False,False,False,True,False,False,base_original
170000,apartamento,Serra,São Judas Tadeu,48,2,1,,False,False,False,False,False,False,base_original
170000,apartamento,Serra,São Judas Tadeu,48,2,1,,False,False,False,False,False,False,base_original
170000,apartamento,Serra,São Judas Tadeu,43,2,1,1,False,False,False,False,False,False,base_original
170000,apartamento,Serra,São Judas Tadeu,48,2,1,1,False,False,False,False,False,False,base_original
170000,apartamento,Serra,São Judas Tadeu,48,2,1,1,False,False,False,False,False,False,base_original
170000,apartamento,Serra,São Judas Tadeu,48,2,1,1,False,False,False,False,False,False,base_original
185000,apartamento,Serra,São Patrício,45,2,1,1,False,False,False,False,False,True,base_original
198000,apartamento,Serra,São Patrício,45,2,1,1,False,False,False,False,False,False,base_original
220000,apartamento,Serra,São Patrício,45,2,1,1,False,False,False,False,False,False,base_original
220000,apartamento,Serra,São Patrício,45,2,1,1,False,True,False,False,False,False,base_original
220000,apartamento,Serra,São Patrício,45,2,1,1,False,True,False,False,False,False,base_original
220000,apartamento,Serra,São Patrício,45,2,1,1,False,True,False,True,False,False,base_original
220000,apartamento,Serra,São Patrício,45,2,2,1,False,True,False,False,False,False,base_original
220000,apartamento,Serra,São Patrício,45,2,1,1,False,True,False,False,False,False,base_original
220000,apartamento,Serra,São Patrício,47,2,1,1,False,True,False,True,False,False,base_original
239993,apartamento,Serra,São Patrício,45,2,1,1,False,True,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,50,2,1,,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,41,2,1,1,False,True,False,True,True,False,base_original
240000,apartamento,Serra,São Patrício,50,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,50,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,48,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,55,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,50,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,50,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,48,2,1,1,False,False,False,False,False,False,base_original
240000,apartamento,Serra,São Patrício,50,2,1,1,False,False,False,False,False,False,base_original
240006,apartamento,Serra,São Patrício,45,2,1,1,False,False,False,False,False,False,base_original
249000,apartamento,Serra,São Patrício,46,2,1,1,False,True,False,False,False,False,base_original
249000,apartamento,Serra,São Patrício,46,2,1,1,False,True,False,False,False,False,base_original
250000,apartamento,Serra,São Patrício,48,2,1,1,False,True,False,True,True,False,base_original
255000,apartamento,Serra,São Patrício,48,2,1,1,False,False,False,False,True,False,base_original
255000,apartamento,Serra,São Patrício,48,2,1,1,False,True,False,False,False,False,base_original
268000,apartamento,Serra,São Patrício,46,2,1,1,False,True,False,False,False,False,base_original
275000,apartamento,Serra,São Patrício,46,2,1,1,False,True,False,False,False,False,base_original
289990,apartamento,Serra,São Patrício,47,2,1,1,False,False,False,False,False,False,base_original
289990,apartamento,Serra,São Patrício,47,2,1,1,False,False,False,False,False,False,base_original
289990,apartamento,Serra,São Patrício,47,2,1,1,False,False,False,False,False,False,base_original
289990,apartamento,Serra,São Patrício,47,2,1,1,False,False,False,False,False,False,base_original
290000,apartamento,Serra,São Patrício,46,2,1,1,False,False,False,False,False,True,base_original
200000,apartamento,Serra,Taquara I,50,2,1,1,False,False,False,True,True,False,base_original
218999,apartamento,Serra,Taquara I,47,2,1,1,False,False,False,False,False,False,base_original
219001,apartamento,Serra,Taquara I,47,2,1,1,False,False,False,False,False,False,base_original
200000,apartamento,Serra,Valparaíso,100,2,1,2,False,False,False,False,False,False,base_original
200000,apartamento,Serra,Valparaíso,51,2,1,1,False,False,False,True,True,True,base_original
220000,apartamento,Serra,Valparaíso,100,2,1,,False,True,False,True,False,True,base_original
265000,apartamento,Serra,Valparaíso,46,2,1,1,False,False,False,True,False,True,base_original
275005,apartamento,Serra,Valparaíso,46,2,1,1,False,False,False,False,False,False,base_original
280000,apartamento,Serra,Valparaíso,51,2,1,1,False,False,False,True,False,False,base_original
280000,apartamento,Serra,Valparaíso,59,2,1,2,False,False,False,True,False,False,base_original
284999,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
284999,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,59,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,59,2,1,2,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,60,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
285000,apartamento,Serra,Valparaíso,55,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,55,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,55,2,1,1,False,False,False,False,False,False,base_original
285000,apartamento,Serra,Valparaíso,60,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,5,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
289900,apartamento,Serra,Valparaíso,60,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,52,2,1,1,False,False,False,False,False,False,base_original
289900,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
289999,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
294000,apartamento,Serra,Valparaíso,59,2,1,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,59,2,1,2,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,2,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,58,2,1,1,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,False,False,False,base_original
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,False,False,False,base_original
300001,apartamento,Serra,Valparaíso,59,2,1,2,False,False,False,False,False,False,base_original
320000,apartamento,Serra,Valparaíso,65,3,1,5,False,False,False,False,False,False,base_original
320000,apartamento,Serra,Valparaíso,65,3,1,,False,False,False,False,False,False,base_original
320000,apartamento,Serra,Valparaíso,65,3,1,5,False,False,False,False,False,False,base_original
320000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,True,False,False,base_original
320000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,True,False,False,base_original
320000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,True,False,False,base_original
320000,apartamento,Serra,Valparaíso,55,3,1,1,False,False,False,False,False,False,base_original
339999,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,False,False,False,base_original
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,False,False,False,base_original
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,False,False,False,base_original
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,False,False,False,base_original
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,False,False,False,base_original
