preco_venda,tipo_imovel,subtipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,qtd_imagens,idade_anuncio_dias,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador
950000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,71,3.0,2.0,2.0,10,5,False,False,False,False,False,False
950033,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,71,3.0,2.0,1.0,10,5,False,False,False,False,False,False
967317,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,76,3.0,3.0,2.0,8,3,False,False,False,False,False,False
1142571,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,72,3.0,1.0,1.0,11,3,False,False,False,False,False,False
1150000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,87,3.0,2.0,2.0,19,9,False,True,True,False,False,True
850000,apartamento,apartamento_padrao,Vila Velha,Cristóvão Colombo,150,2.0,2.0,4.0,12,1,False,False,False,False,True,False
2100000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,148,4.0,4.0,3.0,20,2,False,True,True,True,False,True
2100000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,148,4.0,4.0,3.0,20,10,False,True,True,True,True,True
2179000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,147,4.0,4.0,3.0,20,2,False,True,True,True,True,True
2179000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,147,4.0,4.0,3.0,20,4,False,True,True,True,True,True
2179000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,147,4.0,4.0,3.0,20,8,False,True,True,True,True,True
2179000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,147,4.0,4.0,3.0,20,8,False,True,True,True,True,True
2179000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,147,4.0,4.0,3.0,20,10,False,True,True,True,True,True
2599000,apartamento,apartamento_padrao,Vila Velha,Darly Santos,147,4.0,4.0,3.0,16,4,False,True,True,True,True,True
2799900,apartamento,apartamento_padrao,Vila Velha,Darly Santos,188,4.0,4.0,4.0,8,5,True,True,True,True,True,True
280000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,34,1.0,1.0,1.0,7,4,False,False,False,False,False,False
365000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,55,2.0,1.0,1.0,11,8,False,False,False,False,True,True
365000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,55,2.0,1.0,1.0,11,9,False,False,True,True,True,True
540000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,70,2.0,2.0,1.0,15,9,False,False,False,False,True,True
550000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,280,3.0,3.0,2.0,10,5,False,False,False,False,False,False
690088,apartamento,apartamento_cobertura,Vila Velha,Divino Espírito Santo,297,4.0,2.0,1.0,18,9,False,False,False,False,False,False
940000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,80,2.0,3.0,0.0,20,1,False,True,True,True,True,True
950000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,89,2.0,1.0,1.0,19,2,False,True,True,False,False,False
950000,apartamento,apartamento_padrao,Vila Velha,Divino Espírito Santo,89,2.0,1.0,1.0,19,10,False,True,True,False,False,False
350000,apartamento,apartamento_padrao,Vila Velha,Glória,52,2.0,1.0,1.0,14,2,False,True,False,True,False,True
225000,apartamento,apartamento_padrao,Vila Velha,Guaranhuns,60,2.0,1.0,,6,2,False,False,False,False,False,False
225000,apartamento,apartamento_padrao,Vila Velha,Guaranhuns,60,2.0,1.0,0.0,6,3,False,False,False,False,False,False
320000,apartamento,apartamento_padrao,Vila Velha,IBES,79,3.0,2.0,1.0,13,3,True,False,False,False,False,False
320077,apartamento,apartamento_padrao,Vila Velha,IBES,79,3.0,2.0,1.0,13,3,True,False,False,False,False,False
325000,apartamento,apartamento_padrao,Vila Velha,IBES,90,2.0,1.0,1.0,7,4,False,False,False,False,False,False
600000,apartamento,apartamento_cobertura,Vila Velha,Ilha das Flores,235,3.0,2.0,1.0,20,6,False,False,True,False,False,False
275000,apartamento,apartamento_padrao,Vila Velha,Ilha dos Ayres,27,1.0,1.0,,8,1,False,False,False,False,False,True
370000,apartamento,apartamento_padrao,Vila Velha,Ilha dos Ayres,140,3.0,2.0,1.0,15,1,False,False,True,False,False,False
250000,apartamento,apartamento_padrao,Vila Velha,Ilha dos Bentos,60,2.0,1.0,0.0,14,2,False,False,True,False,False,False
280000,apartamento,apartamento_padrao,Vila Velha,Ilha dos Bentos,45,2.0,1.0,,7,9,False,False,False,False,False,False
255000,apartamento,apartamento_padrao,Vila Velha,Interlagos,41,1.0,1.0,1.0,13,5,False,True,False,False,False,False
1069000,apartamento,apartamento_padrao,Vila Velha,Interlagos,73,3.0,2.0,0.0,20,1,False,False,False,False,False,False
1275000,apartamento,apartamento_padrao,Vila Velha,Interlagos,73,3.0,2.0,2.0,12,3,True,False,False,False,False,False
1275077,apartamento,apartamento_padrao,Vila Velha,Interlagos,73,3.0,2.0,2.0,12,3,True,False,False,False,False,False
1350000,apartamento,apartamento_padrao,Vila Velha,Interlagos,360,4.0,5.0,3.0,10,4,False,False,False,False,False,False
2390000,apartamento,apartamento_padrao,Vila Velha,Interlagos,210,3.0,4.0,4.0,20,9,False,False,False,False,False,False
295000,apartamento,apartamento_padrao,Vila Velha,Itapuã,60,2.0,2.0,,12,8,False,False,True,False,False,False
380000,apartamento,apartamento_padrao,Vila Velha,Itapuã,49,2.0,1.0,1.0,16,7,False,False,False,True,False,False
390000,apartamento,apartamento_padrao,Vila Velha,Itapuã,47,2.0,1.0,1.0,9,0,False,False,False,True,False,False
390000,apartamento,apartamento_padrao,Vila Velha,Itapuã,48,2.0,1.0,1.0,1,0,False,False,False,False,False,False
390000,apartamento,apartamento_padrao,Vila Velha,Itapuã,50,2.0,1.0,1.0,1,1,False,False,False,False,False,False
390000,apartamento,apartamento_padrao,Vila Velha,Itapuã,47,2.0,1.0,1.0,11,1,False,False,False,False,False,False
399000,apartamento,apartamento_padrao,Vila Velha,Itapuã,130,3.0,2.0,1.0,15,11,False,False,False,True,False,False
